file_id	md5	size	urls	sample_id
d39c1941c8f6e8b0f6ead5d7f74630d9	a286722fc6343b6ec6b2d6573e23babf	29356211	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5MCVB_P.fastq.gz	5994274eae30475ead69bfe27a13f8b4
d39c1941c8f6e8b0f6ead5d7f74e4484	5fd78db6eee6f3059a08e2d067945e78	48638737	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/ESM5MEBL_P.fastq.gz	cad5930efe6763b64b3ccf1cd69384ab
d39c1941c8f6e8b0f6ead5d7f742fe82	015cc9fb26e5be614294ec3643deaac5	336	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5FZ48_P.fastq.gz	cad5930efe6763b64b3ccf1cd66db81b
d39c1941c8f6e8b0f6ead5d7f76244a4	0ab027d2688936b5fd34c01661adaec9	67998515	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLIQ_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7254ffe
d39c1941c8f6e8b0f6ead5d7f754962e	b861352fe0ffe92e1572fa1e6ccab1df	516	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/HSM5MD87_P.fastq.gz	cad5930efe6763b64b3ccf1cd6a2c300
d39c1941c8f6e8b0f6ead5d7f7454fa0	36e981d52fd376ef9bd83277a56e53d1	16485334	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5FZ4O_P.fastq.gz	cad5930efe6763b64b3ccf1cd671c445
d39c1941c8f6e8b0f6ead5d7f74bb51e	39c2baa81509e194d04542aebdfd6911	40546201	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/ESM5MEET_P.fastq.gz	cad5930efe6763b64b3ccf1cd690630a
d39c1941c8f6e8b0f6ead5d7f74c73b5	52826f19262a5e1cc4c733b0e1c1eedf	64575485	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/ESM5MEEG_P.fastq.gz	cad5930efe6763b64b3ccf1cd6916c15
d39c1941c8f6e8b0f6ead5d7f75fccc8	b0c989b46c5e21e4e75968d7d6ec3fdf	54875074	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLIC_P.fastq.gz	cad5930efe6763b64b3ccf1cd6bf2aeb
d39c1941c8f6e8b0f6ead5d7f7451339	07a29230e6545d58205c75da55beb76b	298	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5MCUC_P.fastq.gz	cad5930efe6763b64b3ccf1cd6710c63
d39c1941c8f6e8b0f6ead5d7f7423adc	bb918764ef99d240cd550426aa845190	8157	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5FZ44_P.fastq.gz	cad5930efe6763b64b3ccf1cd66d04ad
d39c1941c8f6e8b0f6ead5d7f7653de7	057d91c90047c8805773412d73d9f801	378	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLH8_P.fastq.gz	cad5930efe6763b64b3ccf1cd6c388ba
d39c1941c8f6e8b0f6ead5d7f74a7c48	be56a3224ca06647522902d953dcee57	43670033	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/ESM5MEEA_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f74a5299
d39c1941c8f6e8b0f6ead5d7f75e5962	13acf17c33f9d33e342b51a7367e91cc	58957793	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLIK_P.fastq.gz	cad5930efe6763b64b3ccf1cd6bed2b6
d39c1941c8f6e8b0f6ead5d7f765a377	9a767ecd7b64b0c60d735908e88e7822	86810169	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLGT_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7658f25
d39c1941c8f6e8b0f6ead5d7f757e4a0	944143e12b79aab67949916755004650	107864745	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5FZ9Q_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f757c6ce
d39c1941c8f6e8b0f6ead5d7f7504737	aadd151cfaeebe4503bf847a37b5e818	31235304	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/HSM5FZBR_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f707ed3f
d39c1941c8f6e8b0f6ead5d7f75bcf6a	b24343299c7efb2d3175d9cd39936bc3	121207703	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5FZA2_P.fastq.gz	cad5930efe6763b64b3ccf1cd6bdd324
d39c1941c8f6e8b0f6ead5d7f74ccdbc	133b03e773ac5c33cdcc010f28a8f5de	68453320	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/ESM5GEZ8_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f74cb45e
d39c1941c8f6e8b0f6ead5d7f7635e14	61904944548ba5aae83e7ec5797b4669	322	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLFQ_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7633e21
d39c1941c8f6e8b0f6ead5d7f761335f	a0c209e691facbe984b6550953a8f0bc	142460	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLHM_P.fastq.gz	cad5930efe6763b64b3ccf1cd6c09902
d39c1941c8f6e8b0f6ead5d7f75f2696	0ad6a4efee9ae3eb4595156e661e05e1	63101562	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLIO_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f75f0c10
d39c1941c8f6e8b0f6ead5d7f74064f6	2356b52a0727368b757482c22278a80b	1686	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5MCVD_P.fastq.gz	5994274eae30475ead69bfe27a0c48e8
d39c1941c8f6e8b0f6ead5d7f761ec88	e89125c029af850298ee906d6f3d33a5	1722	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLHO_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f724fab2
d39c1941c8f6e8b0f6ead5d7f766b5d6	6f11e8fd1d329606af806c6f88698516	46568579	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLGX_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7669f56
d39c1941c8f6e8b0f6ead5d7f75c958b	7845069be78d0b4dda62111bbe23286a	528849	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM633FF_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7207bba
d39c1941c8f6e8b0f6ead5d7f758e24d	e593ee4147cbc945374a0fbe21b6bc75	722	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5FZ9T_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f758da91
d39c1941c8f6e8b0f6ead5d7f7510332	02474f53c386bf4c7ae4fdda0b17510e	42110831	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/HSM5MD7W_P.fastq.gz	cad5930efe6763b64b3ccf1cd6990047
d39c1941c8f6e8b0f6ead5d7f76425ea	9809ecc4b84635e8228ddd3180095e28	34221517	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLFU_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7264ea7
d39c1941c8f6e8b0f6ead5d7f74d9837	1623ff9aed6ae34f49cc07c88d528ac6	565	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/ESM5MEBQ_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f74d8225
d39c1941c8f6e8b0f6ead5d7f761a1ac	29390726d07221f75fffdfd0622c06cd	64892089	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLHK_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f76190a5
d39c1941c8f6e8b0f6ead5d7f74299f9	1fd663f80008ee6680ca45ba15ff73cb	28533965	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5FZ46_P.fastq.gz	5994274eae30475ead69bfe27a0ef0f3
d39c1941c8f6e8b0f6ead5d7f75ea7c6	7f5c5630192d826afd127e1d26e6be21	1570	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLIM_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7234340
d39c1941c8f6e8b0f6ead5d7f75c369e	b7cb77e86965fb8a8a5c3d304c12dabc	92756475	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5ZOJY_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7201f6e
d39c1941c8f6e8b0f6ead5d7f74ad134	01e7a0161fff03fabd0f72ca0ec6b991	1338	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/ESM5MEEB_P.fastq.gz	e85a36182291e14f07e89efdce429f3c
d39c1941c8f6e8b0f6ead5d7f7663809	c014ce9642d33803c203ccd1fa48e9a5	48576421	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLGV_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7662a9d
d39c1941c8f6e8b0f6ead5d7f750b88f	6aa6f3c5d44348a9cc98dd9cb13d2540	9451070	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/HSM5FZBP_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f70842c1
d39c1941c8f6e8b0f6ead5d7f7586ea7	37149baef2ba457ed1a3de950aec4983	118542290	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5FZ9S_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f758577b
d39c1941c8f6e8b0f6ead5d7f74d24a4	059b232c5741fc3997942772c2ea6d03	49079	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/ESM5GEZA_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7047600
d39c1941c8f6e8b0f6ead5d7f763bfce	975bb57f8be6f2118d87b7abe13d219a	74436870	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLFS_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7639577
d39c1941c8f6e8b0f6ead5d7f744cd1e	55fe573a57ed119767727ba769583204	431	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5MCU6_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f744ad60
d39c1941c8f6e8b0f6ead5d7f7522964	1c89e424d76df09b46f73e4c46fc7e66	10677080	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/HSM5MD4C_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7520a05
d39c1941c8f6e8b0f6ead5d7f75dfbdb	429bab8366677f160e1d993c093ddf81	52268958	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLIE_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7228b01
d39c1941c8f6e8b0f6ead5d7f7498cfd	72d13846471f914cf6991acb6b2e6de5	27995580	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/ESM5MEE2_P.fastq.gz	5994274eae30475ead69bfe27a26d5bf
d39c1941c8f6e8b0f6ead5d7f755b7ad	b0df106d847cdba47dd3a48655c12463	37612	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/HSM5MD3W_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7559a2c
d39c1941c8f6e8b0f6ead5d7f753de76	14b251e5c287dc7a6662f2f5b8f5bfb4	42293212	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/HSM5MD4R_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f753cab3
d39c1941c8f6e8b0f6ead5d7f748c0e7	70311f5df97409b9746bac4b5764ffcd	33927934	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5MCW8_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f748b784
d39c1941c8f6e8b0f6ead5d7f74169a0	f0e2b72642aedbcebb543ae414f79f24	48119803	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5FZ3X_P.fastq.gz	5994274eae30475ead69bfe27a0da3ab
d39c1941c8f6e8b0f6ead5d7f76741f8	5efb8aa50ad854624ae240768c2041b5	91810	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLEX_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7671e2f
d39c1941c8f6e8b0f6ead5d7f74f18e9	919f393aeb792c62301bafc81c97c77f	85234207	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/HSM5FZBU_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f74efe0c
d39c1941c8f6e8b0f6ead5d7f75ad9cd	eb5a5bf8d002fa773e4ad7daef6d05a3	55916873	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5FZ9V_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f75ab0b4
d39c1941c8f6e8b0f6ead5d7f746a087	455c46aed14477c45c6ac329831c262e	1074764	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5MCV1_P.fastq.gz	5994274eae30475ead69bfe27a145faa
d39c1941c8f6e8b0f6ead5d7f74df076	f2f7d95a002b020b1cd3505d5e633bc0	317	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/ESM5GEYW_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f705094d
d39c1941c8f6e8b0f6ead5d7f7435785	7b76bcc7d0c80a7919643fc3eeeb4dad	2984	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5FZ4E_P.fastq.gz	5994274eae30475ead69bfe27a0f9be8
d39c1941c8f6e8b0f6ead5d7f7628a00	df84c058caa7a86688f720d59f23d568	55491962	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLFK_P.fastq.gz	cad5930efe6763b64b3ccf1cd6c1b6cc
d39c1941c8f6e8b0f6ead5d7f754e7bf	66464fe1e3080d9f91ed4c0a1fb79fb3	303	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/HSM5MD47_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f714882c
d39c1941c8f6e8b0f6ead5d7f7602db1	b1a52fb35c1c61ce29f5eb31ce86132d	312	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLHE_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7242847
d39c1941c8f6e8b0f6ead5d7f75434fb	6b22a2cfe38c151e988328326b53d2b1	425	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/HSM5MD4P_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f70b5418
d39c1941c8f6e8b0f6ead5d7f764f7b4	f5466bf05c8172746a0cd1ca103aefa2	603	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLH6_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f764de7a
d39c1941c8f6e8b0f6ead5d7f749f983	d4acddc3f1b78e2fe1dcf312876a3b68	4109	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/ESM5MEE6_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7007a6c
d39c1941c8f6e8b0f6ead5d7f760de55	baa2aa5c3c56a1d14ad65a381b136465	39469595	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLHI_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f724b1b8
d39c1941c8f6e8b0f6ead5d7f74fe0d5	d161549f8fc2db6f933bce2651cb1a29	116445	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/HSM5FZBQ_P.fastq.gz	e85a36182291e14f07e89efdce48a1ea
d39c1941c8f6e8b0f6ead5d7f75b6d7f	815064bde58171baa10c97c3cdc6fee1	47124401	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5FZ9Z_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f75b5600
d39c1941c8f6e8b0f6ead5d7f752f545	bfa4312243e430c2fefd32843bd2043c	306	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/HSM5MD4A_P.fastq.gz	cad5930efe6763b64b3ccf1cd69cc376
d39c1941c8f6e8b0f6ead5d7f7472ec4	a9f98994d644a8280590aae2a3d72a43	44494792	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5MCV5_P.fastq.gz	5994274eae30475ead69bfe27a14ac2a
d39c1941c8f6e8b0f6ead5d7f7444374	ef6c0dd5a5ffc09b568ce1a9d8cd4b83	289954	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5FZ4I_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7442632
d39c1941c8f6e8b0f6ead5d7f762e46c	da8925988381c17c04d324304a8b1f63	4070	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLFO_P.fastq.gz	cad5930efe6763b64b3ccf1cd6c23ba9
d39c1941c8f6e8b0f6ead5d7f7576d88	ed334406858983eda945decc68192e3f	78266325	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5FZ9N_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f71e9588
d39c1941c8f6e8b0f6ead5d7f74eaa85	ea4c271e6cca3520a229469107f1af2a	74111282	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/ESM5MEA7_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f705b0de
d39c1941c8f6e8b0f6ead5d7f7528226	ab55d33ad2b34420161cc89603d508ab	626	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/HSM5MD4B_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f70a4f3a
d39c1941c8f6e8b0f6ead5d7f7609678	6ccea7d3819d9923575bd18b7ea23dd7	304	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5LLHG_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f7246808
d39c1941c8f6e8b0f6ead5d7f741de38	85afa9ece70933cff6f04c63128172e9	41127326	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5FZ3Z_P.fastq.gz	5994274eae30475ead69bfe27a0e09b3
d39c1941c8f6e8b0f6ead5d7f73ff8a3	90024bab08b42ec366ff988db4f33dd7	6993223	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5YRY7_P.fastq.gz	5994274eae30475ead69bfe27a0b51f1
d39c1941c8f6e8b0f6ead5d7f748085c	eac59933f75ac90ced33aa015d23d89d	31261669	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5MCVZ_P.fastq.gz	5994274eae30475ead69bfe27a152204
d39c1941c8f6e8b0f6ead5d7f74f916a	8ca9e2e2a5fea872f171fd09a8c92e07	93066397	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/HSM5FZBT_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f74f72ff
d39c1941c8f6e8b0f6ead5d7f75b34ea	aa4ce4bcf91e4f36718c1ca18a8bf8bc	403	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/MSM5FZ9X_P.fastq.gz	cad5930efe6763b64b3ccf1cd6bd6d14
d39c1941c8f6e8b0f6ead5d7f746d6f1	6e43425f82421eea45a1a706caf7d173	57943509	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5MCV3_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f746d004
d39c1941c8f6e8b0f6ead5d7f743d044	d6f9d73bb68b079f95d1aa46b3642ae0	38431503	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5FZ4G_P.fastq.gz	5994274eae30475ead69bfe27a0fffe5
d39c1941c8f6e8b0f6ead5d7f745cbfd	abe9dabfbbde0ec410e5136e5d25d117	64073866	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/16s/raw/CSM5MCUI_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f745b51b
